Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
F. NICOLLE	9	10	4	3	29740,00	0,00	29740,00	5241,00	2974,00	3304	1
L. CADOT	8	25	2	8	29695,00	13128,00	42823,00	5598,00	1187,80	3712	3
E.D' ANDIGNE	10	18	5	7	28994,00	3600,00	32594,00	5069,00	1610,78	2899	2
H. BLUME	13	31	2	14	28814,00	8879,00	37693,00	3716,00	929,48	2216	2
A. LOTOUT	5	24	2	18	28681,00	7782,00	36463,00	5033,00	1195,04	5736	5
JP. CARVALHO	11	35	2	11	28636,00	16849,00	45485,00	5296,00	818,17	2603	3
A. SCHEPENS	6	26	1	12	28256,00	8182,00	36438,00	1620,00	1086,77	4709	4
MME N. GARDE DUBORD	5	21	2	10	28162,00	13707,00	41869,00	5280,00	1341,05	5632	4
C. PETERSCHMITT	8	21	2	8	27812,00	11113,00	38925,00	4653,00	1324,38	3476	3
MME N. MOONS	3	9	2	2	27656,00	0,00	27656,00	0,00	3072,89	9219	3
B. RECHER	4	24	2	12	27611,00	11281,00	38892,00	5132,00	1150,46	6903	6
MME C. BERTIN	5	23	1	13	27483,00	12583,00	40066,00	5203,00	1194,91	5497	5
A. SEFIANE	3	14	2	4	26516,00	11039,00	37555,00	4978,00	1894,00	8839	5
MME C. NICOT	5	22	1	10	26416,00	11883,00	38299,00	4773,00	1200,73	5283	4
P. AUCHERE	5	14	2	5	26256,00	10283,00	36539,00	4849,00	1875,43	5251	3
CH. HERPIN (S)	15	27	2	10	26090,00	0,00	26090,00	4693,00	966,30	1739	2
R. SAINTE ROSE	6	32	2	23	26040,00	15276,00	41316,00	5358,00	813,75	4340	5
A. KAHN (S)	3	17	3	6	25990,00	10974,00	36964,00	4848,00	1528,82	8663	6
S. SCHLEPPI	8	31	1	12	25246,00	11354,00	36600,00	4198,00	814,39	3156	4
A. ESTRABOL	8	32	1	13	25154,00	17060,00	42214,00	5179,00	786,06	3144	4
MME J. HENDRIKS	8	27	1	11	25072,00	11277,00	36349,00	4474,00	928,59	3134	3
L. BOUALEM	6	35	1	17	25061,00	10618,00	35679,00	4674,00	716,03	4177	6
M. PECHEUR	2	3	3	0	25050,00	0,00	25050,00	0,00	8350,00	12525	2
MME M. SOLIGNAC	6	14	2	6	24907,00	11125,00	36032,00	4705,00	1779,07	4151	2
MME Y. LUCE	5	14	5	8	24880,00	11195,00	36075,00	4683,00	1777,14	4976	3
MME W. SZCZESNIAK	4	21	1	11	24692,00	1852,00	26544,00	785,00	1175,81	6173	5
