Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
DAVIDE PILITTA	3	5	0	3	8897,00	4001,00	12898,00	1210,00	1779,40	2966	2
THORE HAMMER-HANSEN	6	6	0	3	7420,00	0,00	7420,00	0,00	1236,67	1237	1
ALEXIS BADEL	5	6	0	3	4809,00	1978,00	6787,00	541,00	801,50	962	1
ADRIEN FOUCHET	7	7	0	3	3750,00	0,00	3750,00	639,00	535,71	536	1
TOMAS ROMAN	5	5	0	3	3475,00	1389,00	4864,00	582,00	695,00	695	1
TIBARI EL MAYMOUNY	7	8	0	3	3030,00	1845,00	4875,00	505,00	378,75	433	1
ADAM D'JJI	8	9	0	3	2699,00	1316,00	4015,00	520,00	299,89	337	1
MATHIS ZULIANI	2	3	0	3	2556,00	0,00	2556,00	459,00	852,00	1278	2
ALEXANDRE CHESNEAU	5	6	0	3	2139,00	1060,00	3199,00	450,00	356,50	428	1
DANIELE FORTUNA	8	9	0	3	2025,00	1030,00	3055,00	364,00	225,00	253	1
